EmployeeNumber,Department,JobRole,MonthlyIncome,OverTime,YearsAtCompany,JobSatisfaction,WorkLifeBalance,Churn_Probability,Risk_Tier,Replacement_Cost,Attrition
1244,Research & Development,Research Scientist,2235,Yes,9,1,2,0.23576643705916278, Low Risk,13410,No
1245,Research & Development,Manufacturing Director,10502,No,5,3,1,0.06887749586447527, Low Risk,63012,No
1246,Research & Development,Research Scientist,2011,No,10,4,3,0.14936846991599112, Low Risk,12066,No
1248,Research & Development,Research Scientist,1859,Yes,1,2,4,0.8577709449732602, High Risk,11154,Yes
1249,Research & Development,Research Scientist,3760,No,3,4,3,0.08013893907141459, Low Risk,22560,No
1250,Research & Development,Research Director,17779,No,10,4,3,0.03873033790864161, Low Risk,106674,No
1251,Research & Development,Healthcare Representative,6833,Yes,6,1,2,0.15180217791398293, Low Risk,40998,No
1252,Research & Development,Healthcare Representative,6812,No,10,1,3,0.15111857352174943, Low Risk,40872,No
1254,Sales,Sales Executive,5171,No,6,4,3,0.23377546821015563, Low Risk,31026,No
1255,Research & Development,Research Director,19740,No,8,4,3,0.06917157443076337, Low Risk,118440,No
1256,Research & Development,Manager,18711,No,1,3,4,0.08734649400219674, Low Risk,112266,No
1257,Research & Development,Research Scientist,3692,No,11,2,2,0.09762175443072951, Low Risk,22152,No
1258,Research & Development,Laboratory Technician,2559,No,1,2,2,0.26621287813167904, Low Risk,15354,No
1259,Research & Development,Research Scientist,2517,No,5,3,3,0.09345556084213262, Low Risk,15102,No
1260,Research & Development,Healthcare Representative,6623,Yes,6,4,3,0.10847677483839195, Low Risk,39738,No
1263,Research & Development,Research Director,18265,No,1,4,4,0.05488519956117224, Low Risk,109590,No
1264,Research & Development,Research Director,16124,No,7,4,2,0.04073810523427498, Low Risk,96744,No
1265,Research & Development,Research Scientist,2585,No,1,3,2,0.27465630020334914, Low Risk,15510,No
1267,Sales,Manager,18213,No,22,2,3,0.04186956341828053, Low Risk,109278,No
1268,Sales,Sales Executive,8380,Yes,9,3,3,0.07318630645853166, Low Risk,50280,No
1269,Research & Development,Research Scientist,2994,Yes,1,4,3,0.5221612942824305, Medium Risk,17964,No
1270,Research & Development,Research Scientist,1223,No,1,3,3,0.3346646781457005, Medium Risk,7338,No
1273,Sales,Sales Representative,1118,Yes,1,4,3,0.8256683463251785, High Risk,6708,Yes
1275,Research & Development,Research Scientist,2875,Yes,8,4,2,0.26525476208079013, Low Risk,17250,No
1277,Sales,Manager,18824,Yes,24,2,3,0.6441714116511661, High Risk,112944,Yes
1278,Research & Development,Healthcare Representative,13577,Yes,33,2,3,0.07917979385824826, Low Risk,81462,No
1279,Research & Development,Laboratory Technician,2625,No,2,3,1,0.7323519307627788, High Risk,15750,Yes
1280,Sales,Manager,18789,No,11,2,3,0.06886120285376092, Low Risk,112734,No
1281,Sales,Sales Executive,4538,Yes,3,1,3,0.2067678459044474, Low Risk,27228,No
1282,Sales,Manager,19847,Yes,29,2,2,0.10210642697479173, Low Risk,119082,No
1283,Research & Development,Manufacturing Director,10512,No,9,4,2,0.11150819043149371, Low Risk,63072,No
1285,Research & Development,Laboratory Technician,4444,No,11,2,4,0.07352020445535654, Low Risk,26664,No
1286,Research & Development,Laboratory Technician,2154,Yes,4,3,2,0.23517643396797067, Low Risk,12924,No
1288,Research & Development,Manager,19190,No,25,1,2,0.02522925407602584, Low Risk,115140,No
1289,Human Resources,Human Resources,4490,No,10,2,4,0.06008802690582022, Low Risk,26940,No
1291,Research & Development,Research Scientist,3506,Yes,3,3,3,0.18518435085053767, Low Risk,21036,No
1292,Research & Development,Research Scientist,2372,Yes,1,2,3,0.21880920567287337, Low Risk,14232,No
1293,Sales,Sales Executive,10231,No,21,4,4,0.12996242588859425, Low Risk,61386,No
1294,Research & Development,Manufacturing Director,5410,Yes,16,2,3,0.1323495671191476, Low Risk,32460,No
1295,Research & Development,Healthcare Representative,7978,No,10,4,3,0.5269424641820663, Medium Risk,47868,Yes
1296,Research & Development,Laboratory Technician,3867,Yes,2,4,3,0.37572203646334384, Medium Risk,23202,No
1297,Research & Development,Laboratory Technician,2838,No,7,3,2,0.16638727226244243, Low Risk,17028,No
1298,Research & Development,Manufacturing Director,4695,Yes,8,3,3,0.1767759402533321, Low Risk,28170,No
1299,Research & Development,Laboratory Technician,3339,Yes,7,3,3,0.6598308997814374, High Risk,20034,Yes
1301,Research & Development,Research Scientist,2080,No,3,1,2,0.20365078804632097, Low Risk,12480,No
1303,Research & Development,Research Scientist,2096,No,2,2,2,0.43435470676912763, Medium Risk,12576,No
1304,Sales,Sales Executive,6209,No,10,4,4,0.0727323454169383, Low Risk,37254,No
1306,Research & Development,Manager,18061,No,0,2,3,0.06826239949333752, Low Risk,108366,No
1307,Research & Development,Manager,17123,Yes,19,2,3,0.04880291928809259, Low Risk,102738,No
1308,Research & Development,Research Scientist,2372,No,2,3,3,0.13546904018585595, Low Risk,14232,No
1309,Research & Development,Laboratory Technician,4883,No,10,3,3,0.46523172854655376, Medium Risk,29298,Yes
1310,Research & Development,Research Scientist,3904,No,5,1,3,0.5917531817689327, Medium Risk,23424,Yes
1311,Research & Development,Laboratory Technician,4627,No,9,4,3,0.10401143204332586, Low Risk,27762,No
1312,Research & Development,Healthcare Representative,7094,No,7,3,3,0.1043897010959225, Low Risk,42564,No
1314,Human Resources,Human Resources,3423,No,7,1,4,0.15044101224863984, Low Risk,20538,No
1315,Research & Development,Laboratory Technician,6674,No,9,4,3,0.07327418845067622, Low Risk,40044,No
1317,Research & Development,Research Director,16880,Yes,3,1,3,0.11727337977146597, Low Risk,101280,No
1318,Sales,Sales Executive,9094,Yes,5,2,3,0.46687279691811506, Medium Risk,54564,Yes
1319,Sales,Sales Executive,8446,Yes,8,2,2,0.7262444024569947, High Risk,50676,Yes
1321,Research & Development,Manager,11916,Yes,9,1,3,0.1345879400727263, Low Risk,71496,No
1322,Research & Development,Manufacturing Director,4534,No,8,3,3,0.14128882381930985, Low Risk,27204,No
1324,Sales,Sales Executive,9852,Yes,10,3,2,0.1574689733515509, Low Risk,59112,No
1329,Sales,Sales Executive,6151,No,19,2,3,0.1430808459834795, Low Risk,36906,No
1331,Sales,Sales Representative,2302,Yes,3,2,4,0.6884689771674973, High Risk,13812,Yes
1333,Research & Development,Laboratory Technician,2362,No,3,1,4,0.29849258899598136, Low Risk,14172,Yes
1334,Research & Development,Manager,17861,Yes,20,3,2,0.09161958979529278, Low Risk,107166,No
1336,Research & Development,Manager,19187,No,19,3,3,0.1297627846000902, Low Risk,115122,No
1338,Human Resources,Manager,19717,No,7,2,3,0.14747413977511642, Low Risk,118302,No
1340,Research & Development,Research Scientist,3544,No,4,3,3,0.1297952867533279, Low Risk,21264,No
1344,Research & Development,Healthcare Representative,8500,No,9,4,2,0.1100697232263545, Low Risk,51000,No
1346,Research & Development,Research Scientist,4661,No,9,4,3,0.06505572216518846, Low Risk,27966,No
1349,Sales,Sales Executive,4103,No,9,1,3,0.08172897833537053, Low Risk,24618,No
1350,Research & Development,Research Scientist,4249,Yes,9,3,3,0.2257842168097832, Low Risk,25494,No
1352,Human Resources,Manager,14026,Yes,33,2,3,0.06098561052957186, Low Risk,84156,No
1355,Sales,Sales Executive,6893,No,7,1,3,0.08502270413601114, Low Risk,41358,No
1356,Sales,Sales Executive,6125,No,10,1,4,0.15854014412734443, Low Risk,36750,No
1358,Research & Development,Laboratory Technician,3669,No,3,4,2,0.2070190392579211, Low Risk,22014,No
1360,Research & Development,Manufacturing Director,10008,Yes,10,1,2,0.5877001422614905, Medium Risk,60048,Yes
1361,Research & Development,Laboratory Technician,2387,No,4,2,3,0.13969267472496316, Low Risk,14322,No
1362,Sales,Sales Executive,4639,No,15,1,2,0.11512618687859662, Low Risk,27834,No
1363,Research & Development,Manufacturing Director,7898,No,10,4,3,0.07110992502004762, Low Risk,47388,No
1364,Sales,Sales Representative,2534,No,1,4,3,0.20374946054623252, Low Risk,15204,No
1367,Research & Development,Manufacturing Director,13142,No,5,2,2,0.07101331690544412, Low Risk,78852,No
1368,Research & Development,Laboratory Technician,1611,No,0,4,4,0.4321359725473421, Medium Risk,9666,No
1369,Research & Development,Laboratory Technician,5363,No,9,4,3,0.10091098396652333, Low Risk,32178,No
1371,Sales,Sales Executive,5071,No,6,4,3,0.15835502070658214, Low Risk,30426,No
1372,Sales,Sales Executive,13695,Yes,19,3,2,0.7406168724249308, High Risk,82170,Yes
1373,Research & Development,Manufacturing Director,13402,Yes,19,2,3,0.12392761130524811, Low Risk,80412,No
1374,Research & Development,Research Scientist,2029,No,5,3,3,0.12983008335181037, Low Risk,12174,No
1375,Research & Development,Healthcare Representative,6377,No,12,3,3,0.0685651594278493, Low Risk,38262,No
1377,Research & Development,Laboratory Technician,5429,No,8,3,3,0.12833836211480257, Low Risk,32574,No
1379,Sales,Sales Representative,2785,No,1,4,4,0.7845282204010285, High Risk,16710,Yes
1380,Sales,Sales Executive,4614,Yes,4,3,2,0.6423963857187529, High Risk,27684,Yes
1382,Research & Development,Research Scientist,2610,No,4,3,3,0.072938190358587, Low Risk,15660,No
1383,Research & Development,Healthcare Representative,6687,No,14,4,4,0.06031888879030313, Low Risk,40122,No
1387,Sales,Sales Executive,4724,No,5,1,3,0.1786405206241421, Low Risk,28344,No
1389,Research & Development,Manufacturing Director,6179,Yes,10,3,2,0.1928498949066065, Low Risk,37074,Yes
1390,Sales,Sales Executive,6120,Yes,5,4,4,0.16988664986034338, Low Risk,36720,No
1391,Sales,Sales Executive,10596,No,4,2,3,0.3011406154802909, Medium Risk,63576,No
1392,Research & Development,Research Scientist,5467,Yes,6,4,2,0.09612496302196238, Low Risk,32802,No
1394,Research & Development,Research Scientist,2996,Yes,6,3,3,0.20384499583324445, Low Risk,17976,No
1395,Sales,Sales Executive,9998,No,5,4,4,0.15330306368478097, Low Risk,59988,No
1396,Sales,Sales Executive,4078,Yes,3,2,2,0.23224450900489163, Low Risk,24468,No
1397,Research & Development,Healthcare Representative,10920,No,6,3,3,0.07815332860645699, Low Risk,65520,No
1399,Sales,Sales Executive,6232,No,3,3,2,0.2547815552935251, Low Risk,37392,No
1401,Research & Development,Manufacturing Director,13247,Yes,5,3,2,0.09795666802894257, Low Risk,79482,No
1402,Research & Development,Research Scientist,4081,Yes,20,3,1,0.15804007620676372, Low Risk,24486,No
1403,Sales,Sales Executive,5769,Yes,6,4,3,0.20462736729010783, Low Risk,34614,No
1405,Research & Development,Research Scientist,2394,Yes,8,3,3,0.718972489563078, High Risk,14364,Yes
1407,Research & Development,Research Scientist,3904,No,4,4,3,0.12227026051281277, Low Risk,23424,No
1408,Human Resources,Manager,16799,No,20,1,3,0.03519578766628202, Low Risk,100794,No
1409,Research & Development,Laboratory Technician,2950,No,5,1,1,0.2114950697378284, Low Risk,17700,No
1411,Research & Development,Laboratory Technician,3629,No,3,3,3,0.23996367453034634, Low Risk,21774,No
1412,Research & Development,Manufacturing Director,9362,No,2,4,3,0.1503678557853664, Low Risk,56172,No
1415,Research & Development,Laboratory Technician,3229,No,3,4,2,0.18731783504171814, Low Risk,19374,No
1417,Research & Development,Laboratory Technician,3578,No,7,1,3,0.16322473575918636, Low Risk,21468,No
1419,Human Resources,Human Resources,7988,No,10,1,2,0.1566958289438315, Low Risk,47928,No
1420,Research & Development,Laboratory Technician,4284,No,4,1,3,0.6052583336060975, High Risk,25704,Yes
1421,Research & Development,Healthcare Representative,7553,Yes,8,4,3,0.6015293363816411, High Risk,45318,Yes
1422,Research & Development,Research Director,17328,No,20,4,2,0.04386311699655393, Low Risk,103968,No
1423,Research & Development,Research Director,19701,Yes,9,1,3,0.12204787029275177, Low Risk,118206,No
1424,Research & Development,Research Director,14732,No,7,4,4,0.04205326543782846, Low Risk,88392,No
1425,Sales,Sales Executive,9278,Yes,5,2,3,0.21578458222853528, Low Risk,55668,No
1427,Sales,Sales Representative,1359,No,1,3,3,0.8966960850856364, High Risk,8154,Yes
1428,Sales,Sales Executive,4779,No,3,1,3,0.13295426125807763, Low Risk,28674,No
1430,Research & Development,Research Director,16422,No,3,2,4,0.16092202993412727, Low Risk,98532,No
1431,Research & Development,Research Scientist,2996,No,4,1,3,0.09164604255333313, Low Risk,17976,No
1433,Research & Development,Research Scientist,1261,No,1,2,4,0.8821216156261485, High Risk,7566,Yes
1434,Research & Development,Laboratory Technician,2099,No,5,1,4,0.1585055615204575, Low Risk,12594,No
1435,Research & Development,Laboratory Technician,5810,No,10,4,2,0.10350099795703543, Low Risk,34860,No
1436,Sales,Sales Executive,5647,No,3,1,2,0.14080977415255283, Low Risk,33882,No
1438,Research & Development,Research Scientist,3420,No,6,4,2,0.10899982781861725, Low Risk,20520,No
1439,Sales,Sales Representative,4400,No,3,1,3,0.3719937525388265, Medium Risk,26400,Yes
1440,Research & Development,Laboratory Technician,3500,No,6,3,1,0.14249358332946355, Low Risk,21000,No
1441,Research & Development,Research Scientist,2066,No,3,1,4,0.19738984214851643, Low Risk,12396,No
1443,Research & Development,Research Director,17169,No,20,3,4,0.08891798714745763, Low Risk,103014,No
1445,Sales,Sales Executive,4162,Yes,5,3,3,0.13894028744430467, Low Risk,24972,No
1446,Sales,Sales Executive,9204,No,4,4,2,0.11849453548539607, Low Risk,55224,No
1447,Research & Development,Laboratory Technician,3294,No,5,2,2,0.1135282388694644, Low Risk,19764,No
1448,Research & Development,Research Scientist,2127,Yes,4,3,2,0.335922286485177, Medium Risk,12762,No
1449,Research & Development,Laboratory Technician,3975,No,8,3,4,0.07480876865387721, Low Risk,23850,No
1453,Sales,Sales Executive,10793,No,13,4,3,0.13984441862429411, Low Risk,64758,No
1457,Sales,Sales Executive,10096,No,7,4,4,0.6643732646246245, High Risk,60576,Yes
1458,Research & Development,Laboratory Technician,3646,Yes,1,1,4,0.7904770034647083, High Risk,21876,Yes
1459,Research & Development,Manufacturing Director,7446,No,10,2,3,0.6414429993856376, High Risk,44676,Yes
1460,Research & Development,Healthcare Representative,10851,Yes,7,1,3,0.07442576489351771, Low Risk,65106,No
1461,Human Resources,Human Resources,2109,No,3,2,3,0.25419178382572544, Low Risk,12654,No
1464,Research & Development,Laboratory Technician,3722,Yes,2,4,1,0.7253076481015008, High Risk,22332,Yes
1465,Research & Development,Manufacturing Director,9380,Yes,3,4,4,0.1438286114453733, Low Risk,56280,No
1466,Sales,Sales Executive,5486,No,2,1,3,0.10586197824789922, Low Risk,32916,No
1467,Human Resources,Human Resources,2742,No,2,3,3,0.6510947299586662, High Risk,16452,Yes
1468,Research & Development,Research Director,13757,No,9,2,3,0.11732674772289978, Low Risk,82542,No
1469,Sales,Sales Executive,8463,No,5,1,3,0.15305517115775447, Low Risk,50778,No
1471,Research & Development,Laboratory Technician,3162,No,5,3,3,0.12666643937654934, Low Risk,18972,No
1472,Research & Development,Research Director,16598,No,9,2,2,0.0762605541126149, Low Risk,99588,No
1473,Research & Development,Healthcare Representative,6651,No,3,3,2,0.08147242795909004, Low Risk,39906,No
1474,Research & Development,Research Scientist,2345,No,3,3,4,0.0836004587395558, Low Risk,14070,No
1475,Research & Development,Research Scientist,3420,No,5,2,2,0.17029864127025807, Low Risk,20520,No
1477,Sales,Sales Executive,4373,No,4,1,3,0.136952608306878, Low Risk,26238,No
1478,Sales,Sales Executive,4759,No,13,1,3,0.213117558698547, Low Risk,28554,No
1479,Sales,Sales Executive,5301,No,2,3,2,0.14158728160013134, Low Risk,31806,No
1480,Research & Development,Laboratory Technician,3673,No,12,4,3,0.1320314154738444, Low Risk,22038,No
1481,Sales,Sales Executive,4768,No,1,3,2,0.18293376193452274, Low Risk,28608,No
1482,Research & Development,Research Scientist,1274,No,1,3,2,0.20131035318867327, Low Risk,7644,No
1483,Research & Development,Research Scientist,4900,No,12,3,2,0.10486235989536746, Low Risk,29400,No
1484,Research & Development,Healthcare Representative,10466,No,8,2,3,0.06931217704141719, Low Risk,62796,No
1485,Research & Development,Research Director,17007,No,14,1,2,0.12211531384982548, Low Risk,102042,No
1486,Sales,Sales Representative,2909,No,3,3,4,0.6419742244661765, High Risk,17454,Yes
1487,Sales,Sales Executive,5765,No,5,2,1,0.7420533422758224, High Risk,34590,Yes
1489,Sales,Sales Executive,4599,Yes,15,2,4,0.6697258870727255, High Risk,27594,Yes
1492,Sales,Sales Representative,2404,No,1,3,3,0.31938989382041205, Medium Risk,14424,No
1494,Research & Development,Laboratory Technician,3172,Yes,0,1,2,0.8249075119070329, High Risk,19032,Yes
1495,Sales,Sales Representative,2033,No,1,2,3,0.57498374929929, Medium Risk,12198,No
1496,Research & Development,Manufacturing Director,10209,Yes,2,3,2,0.1924221543411329, Low Risk,61254,No
1497,Sales,Sales Executive,8620,No,10,3,3,0.060566506361327856, Low Risk,51720,No
1499,Human Resources,Human Resources,2064,No,5,3,4,0.16092873627942061, Low Risk,12384,No
1501,Research & Development,Healthcare Representative,4035,Yes,3,3,3,0.11828764756817017, Low Risk,24210,No
1502,Research & Development,Laboratory Technician,3838,No,5,2,3,0.21754435006465253, Low Risk,23028,No
1503,Sales,Sales Executive,4591,Yes,5,3,2,0.20177437897888278, Low Risk,27546,No
1504,Research & Development,Laboratory Technician,2561,No,0,1,2,0.7718632751392, High Risk,15366,Yes
1506,Research & Development,Research Scientist,1563,No,1,3,1,0.281993333973519, Low Risk,9378,No
1507,Sales,Sales Executive,4898,No,4,1,3,0.17277105758501407, Low Risk,29388,No
1509,Research & Development,Laboratory Technician,4789,No,3,1,3,0.10939437346614689, Low Risk,28734,No
1513,Research & Development,Laboratory Technician,3180,No,3,2,3,0.14233732242455163, Low Risk,19080,No
1514,Research & Development,Manufacturing Director,6549,No,8,2,2,0.15602013226209263, Low Risk,39294,No
1515,Research & Development,Healthcare Representative,6388,Yes,0,3,3,0.24625726214402985, Low Risk,38328,No
1516,Research & Development,Manager,11244,No,5,4,4,0.11914549041212283, Low Risk,67464,No
1520,Research & Development,Manager,16032,No,14,4,3,0.02058344397428764, Low Risk,96192,No
1522,Research & Development,Research Scientist,2362,No,9,1,1,0.6650376226122029, High Risk,14172,Yes
1523,Research & Development,Research Director,16328,No,20,1,4,0.10455238394926561, Low Risk,97968,No
1525,Research & Development,Manufacturing Director,8376,No,2,2,3,0.11123262808624503, Low Risk,50256,No
1527,Sales,Manager,16606,No,13,2,4,0.171264663148918, Low Risk,99636,No
1529,Research & Development,Healthcare Representative,8606,No,11,2,1,0.13969258781837954, Low Risk,51636,No
1533,Research & Development,Laboratory Technician,2272,No,4,3,3,0.1368248668351314, Low Risk,13632,No
1534,Research & Development,Laboratory Technician,2018,No,5,1,1,0.6707886662896445, High Risk,12108,Yes
1535,Sales,Sales Executive,7083,Yes,10,3,3,0.16341348926878752, Low Risk,42498,No
1537,Research & Development,Research Scientist,4084,No,7,3,1,0.6397896560716522, High Risk,24504,Yes
1539,Research & Development,Research Director,14411,Yes,32,4,3,0.14208969442080763, Low Risk,86466,No
1541,Sales,Sales Representative,2308,Yes,11,3,3,0.13209956634226946, Low Risk,13848,No
1542,Research & Development,Laboratory Technician,4841,No,1,2,3,0.11476195350422136, Low Risk,29046,No
1543,Research & Development,Research Scientist,4285,No,10,4,3,0.20511261944552409, Low Risk,25710,No
1544,Research & Development,Healthcare Representative,9715,No,7,1,3,0.10017745984107064, Low Risk,58290,No
1545,Research & Development,Manufacturing Director,4320,No,5,2,3,0.1247041803501585, Low Risk,25920,No
1546,Research & Development,Research Scientist,2132,No,5,4,3,0.09458302792890796, Low Risk,12792,No
1547,Research & Development,Healthcare Representative,10124,Yes,20,4,1,0.0685193126295148, Low Risk,60744,No
1548,Sales,Sales Executive,5473,No,8,1,4,0.1429727652930969, Low Risk,32838,No
1549,Research & Development,Laboratory Technician,5207,Yes,15,3,3,0.09762864165431388, Low Risk,31242,No
1550,Human Resources,Manager,16437,Yes,21,4,3,0.07198096280750606, Low Risk,98622,No
1551,Research & Development,Laboratory Technician,2296,No,1,1,3,0.44235593828425535, Medium Risk,13776,No
1552,Research & Development,Healthcare Representative,4069,Yes,2,4,3,0.15643903082655686, Low Risk,24414,No
1553,Research & Development,Healthcare Representative,7441,No,10,2,3,0.10107361528666142, Low Risk,44646,No
1554,Sales,Sales Representative,2430,No,5,3,3,0.16686328543816326, Low Risk,14580,No
1555,Research & Development,Research Scientist,5878,No,7,2,3,0.12575361689277284, Low Risk,35268,No
1556,Sales,Sales Representative,2644,Yes,3,4,2,0.2478039676386555, Low Risk,15864,No
1557,Sales,Sales Executive,6439,No,8,3,3,0.09716551339386921, Low Risk,38634,No
1558,Research & Development,Research Scientist,2451,No,1,3,2,0.26992395717466444, Low Risk,14706,No
1560,Sales,Sales Executive,6392,No,2,1,1,0.16458299912644114, Low Risk,38352,No
1562,Sales,Sales Executive,9714,No,10,1,3,0.48646154865231295, Medium Risk,58284,Yes
1563,Human Resources,Human Resources,6077,No,6,3,3,0.12706632619496672, Low Risk,36462,No
1564,Research & Development,Laboratory Technician,2450,No,3,1,3,0.14969619474140297, Low Risk,14700,No
1568,Sales,Sales Executive,9250,No,4,2,3,0.09938677430152, Low Risk,55500,No
1569,Research & Development,Laboratory Technician,2074,Yes,1,1,3,0.744263130367566, High Risk,12444,Yes
1572,Research & Development,Manufacturing Director,10169,No,33,4,3,0.0839857289085484, Low Risk,61014,Yes
1573,Research & Development,Manufacturing Director,4855,No,5,2,3,0.5115730287985609, Medium Risk,29130,Yes
1574,Research & Development,Research Scientist,4087,No,6,1,2,0.05805745503537673, Low Risk,24522,No
1576,Research & Development,Research Scientist,2367,No,8,1,2,0.11455012370955792, Low Risk,14202,No
1577,Research & Development,Research Scientist,2972,No,1,4,1,0.3099925355556986, Medium Risk,17832,No
1578,Sales,Manager,19586,No,36,4,3,0.0668552785629305, Low Risk,117516,No
1580,Research & Development,Research Scientist,5484,No,2,4,2,0.12033893628410461, Low Risk,32904,No
1581,Research & Development,Research Scientist,2061,No,1,4,3,0.598306342518179, Medium Risk,12366,No
1582,Sales,Sales Executive,9924,No,9,2,3,0.15458883359702574, Low Risk,59544,No
1583,Sales,Sales Executive,4198,No,3,2,4,0.2039259059771958, Low Risk,25188,No
1585,Sales,Sales Executive,6815,No,1,3,3,0.1778211186591756, Low Risk,40890,No
1586,Research & Development,Laboratory Technician,4723,Yes,10,1,3,0.18243707556900632, Low Risk,28338,No
1587,Research & Development,Healthcare Representative,6142,Yes,5,3,3,0.22879847106616463, Low Risk,36852,No
1588,Sales,Sales Executive,8237,No,7,3,3,0.16730303755871387, Low Risk,49422,No
1590,Research & Development,Healthcare Representative,8853,No,6,4,4,0.09289245731170201, Low Risk,53118,No
1591,Sales,Manager,19331,Yes,1,3,3,0.09064704058764032, Low Risk,115986,No
1592,Research & Development,Research Scientist,2073,No,2,3,3,0.12924963336953854, Low Risk,12438,No
1594,Research & Development,Laboratory Technician,5562,Yes,3,1,3,0.14074291764939276, Low Risk,33372,No
1595,Research & Development,Manager,19613,No,1,4,3,0.05945920612978146, Low Risk,117678,No
1596,Research & Development,Laboratory Technician,3407,No,10,3,2,0.05743583969466941, Low Risk,20442,No
1597,Research & Development,Healthcare Representative,5063,No,8,3,2,0.1364199808043373, Low Risk,30378,No
1598,Sales,Sales Executive,4639,No,5,1,3,0.10867211740177553, Low Risk,27834,No
1599,Research & Development,Laboratory Technician,4876,No,6,2,3,0.08804807582860245, Low Risk,29256,No
1601,Research & Development,Laboratory Technician,2690,No,1,4,2,0.1395571356457184, Low Risk,16140,No
1602,Sales,Manager,17567,No,26,1,1,0.14281598662248784, Low Risk,105402,No
1604,Research & Development,Laboratory Technician,2408,Yes,1,2,3,0.8626251024311935, High Risk,14448,Yes
1605,Research & Development,Research Scientist,2814,Yes,4,3,2,0.27241935719984606, Low Risk,16884,No
1606,Research & Development,Healthcare Representative,11245,Yes,30,3,3,0.04683478017642262, Low Risk,67470,No
1607,Research & Development,Research Scientist,3312,No,3,4,3,0.06889206974661817, Low Risk,19872,No
1608,Research & Development,Research Director,19049,Yes,22,4,2,0.029247816948594543, Low Risk,114294,No
1609,Research & Development,Research Scientist,2141,No,6,2,2,0.19606470051949182, Low Risk,12846,No
1611,Research & Development,Laboratory Technician,5769,Yes,10,1,3,0.12515678620119863, Low Risk,34614,No
1612,Sales,Sales Executive,4385,No,10,1,3,0.13421994544587373, Low Risk,26310,No
1613,Sales,Sales Executive,5332,No,5,1,3,0.31286017288868373, Medium Risk,31992,No
1614,Research & Development,Manufacturing Director,4663,Yes,3,3,3,0.2346157493028305, Low Risk,27978,No
1615,Research & Development,Manufacturing Director,4724,No,9,4,3,0.10952414527366906, Low Risk,28344,No
1617,Research & Development,Laboratory Technician,3211,No,9,1,2,0.1012368119695369, Low Risk,19266,No
1618,Research & Development,Manufacturing Director,5377,No,7,1,3,0.05919288318373242, Low Risk,32262,No
1619,Research & Development,Laboratory Technician,4066,No,7,1,3,0.1255440838358572, Low Risk,24396,No
1621,Research & Development,Research Scientist,5208,No,16,1,3,0.1270426483471748, Low Risk,31248,No
1622,Research & Development,Manufacturing Director,4877,No,5,1,2,0.13098395142228836, Low Risk,29262,No
1623,Research & Development,Research Scientist,3117,No,2,4,3,0.1949868354443372, Low Risk,18702,No
1624,Sales,Sales Representative,1569,Yes,0,4,4,0.9386964241005653, High Risk,9414,Yes
1625,Human Resources,Manager,19658,No,5,3,3,0.04670955493550236, Low Risk,117948,No
1627,Research & Development,Laboratory Technician,3069,No,10,3,3,0.06378429229347765, Low Risk,18414,No
1628,Research & Development,Manufacturing Director,10435,No,18,3,3,0.06857467623200637, Low Risk,62610,No
1630,Research & Development,Healthcare Representative,4148,No,14,3,3,0.04743794242266218, Low Risk,24888,No
1631,Research & Development,Manufacturing Director,5768,No,4,3,2,0.08080525471060067, Low Risk,34608,No
1633,Research & Development,Manufacturing Director,5042,No,9,3,1,0.15757872113107038, Low Risk,30252,No
1635,Research & Development,Manufacturing Director,5770,No,10,4,3,0.05309298458116988, Low Risk,34620,No
1638,Research & Development,Manufacturing Director,7756,Yes,5,3,4,0.08013135157011846, Low Risk,46536,No
1639,Sales,Sales Executive,10306,No,13,1,3,0.6237023637838718, High Risk,61836,Yes
1640,Research & Development,Research Scientist,3936,No,8,2,1,0.1741071137567047, Low Risk,23616,No
1641,Research & Development,Manufacturing Director,7945,Yes,4,4,2,0.2521450187168284, Low Risk,47670,No
1642,Human Resources,Human Resources,5743,Yes,10,4,3,0.16792342637876306, Low Risk,34458,No
1644,Research & Development,Manager,15202,No,2,4,3,0.030640361919257227, Low Risk,91212,No
1645,Sales,Sales Executive,5440,Yes,2,4,2,0.6898182346875479, High Risk,32640,Yes
1646,Research & Development,Research Scientist,3760,Yes,6,4,3,0.445750059755871, Medium Risk,22560,No
1647,Research & Development,Research Scientist,3517,No,3,3,3,0.2187677052820345, Low Risk,21102,No
1648,Research & Development,Research Scientist,2580,No,4,4,2,0.13441957025342285, Low Risk,15480,No
1649,Research & Development,Laboratory Technician,2166,Yes,4,1,1,0.7443413657851758, High Risk,12996,Yes
1650,Sales,Sales Executive,5869,No,5,3,3,0.2872830399305236, Low Risk,35214,No
1651,Research & Development,Healthcare Representative,8008,No,3,1,3,0.06149054010065697, Low Risk,48048,No
1653,Research & Development,Manufacturing Director,5206,No,7,3,3,0.06956807308502294, Low Risk,31236,No
1654,Research & Development,Manufacturing Director,5295,No,5,2,3,0.20725760939571436, Low Risk,31770,No
1655,Research & Development,Research Director,16413,No,4,2,3,0.05410876936399008, Low Risk,98478,No
1656,Research & Development,Research Director,13269,No,14,1,3,0.05491398634189047, Low Risk,79614,No
1657,Sales,Sales Representative,2783,No,2,3,3,0.31617479956669714, Medium Risk,16698,No
1658,Research & Development,Research Scientist,5433,No,11,2,3,0.02381884330641201, Low Risk,32598,No
1659,Research & Development,Laboratory Technician,2013,No,4,2,3,0.2047959567486305, Low Risk,12078,No
